timestamp,frame_id,stage,latency_ms,cpu_percent,memory_rss_bytes,event_count
1784469747.892388,0,detect,16.919958114624023,0,0,0
1784469747.9238129,0,track,9.814140319824219,0,0,0
1784469747.9920788,0,pose,28.100828170776367,0,0,0
1784469747.9933083,0,e2e,257.45629700031714,0,0,0
1784469748.0066285,-1,process:analysis_actor_1,0,0.0,125079552,0
1784469748.0452743,1,detect,18.09925079345703,0,0,0
1784469748.0792153,1,track,9.68896484375,0,0,0
1784469748.1525333,1,pose,28.250465393066406,0,0,0
1784469748.1538665,1,e2e,340.467895999609,0,0,0
1784469748.1973083,0,detect,16.88414764404297,0,0,0
1784469748.219723,2,detect,16.809459686279297,0,0,0
1784469748.22194,0,track,9.26375675201416,0,0,0
1784469748.2592967,2,track,9.157011985778809,0,0,0
1784469748.2880368,0,pose,27.3275203704834,0,0,0
1784469748.289151,0,e2e,253.73183800184052,0,0,0
1784469748.3070765,-1,process:analysis_actor_0,0,96.9,127483904,0
1784469748.3081746,0,detect,20.140047073364258,0,0,0
1784469748.340917,2,pose,36.08283615112305,0,0,0
1784469748.3419766,2,e2e,467.85162900050636,0,0,0
1784469748.352852,0,track,11.326478958129883,0,0,0
1784469748.3720198,1,detect,17.82062339782715,0,0,0
1784469748.3800044,3,detect,17.948894500732422,0,0,0
1784469748.404562,1,track,19.514448165893555,0,0,0
1784469748.4170992,3,track,8.967926025390625,0,0,0
1784469748.438579,0,pose,28.593244552612305,0,0,0
1784469748.4404461,0,e2e,299.8801680005272,0,0,0
1784469748.4531589,-1,process:analysis_actor_2,0,96.1,129089536,0
1784469748.476685,3,pose,33.795658111572266,0,0,0
1784469748.4780495,3,e2e,547.8008909994969,0,0,0
1784469748.4839997,1,pose,37.05094528198242,0,0,0
1784469748.4869893,1,e2e,367.0661350006412,0,0,0
1784469748.4967287,1,detect,17.32181167602539,0,0,0
1784469748.5170062,4,detect,17.054733276367188,0,0,0
1784469748.532437,1,track,9.315984725952148,0,0,0
1784469748.5354521,2,detect,18.453567504882812,0,0,0
1784469748.5420802,4,track,9.779180526733398,0,0,0
1784469748.5613232,2,track,8.820509910583496,0,0,0
1784469748.5877807,4,pose,31.28383445739746,0,0,0
1784469748.588428,4,e2e,598.4943599978578,0,0,0
1784469748.600131,1,pose,30.92909812927246,0,0,0
1784469748.6007717,1,e2e,385.74898300066707,0,0,0
1784469748.6212401,2,pose,29.922138214111328,0,0,0
1784469748.6220138,2,e2e,439.9039950003498,0,0,0
1784469748.6303031,5,detect,16.910808563232422,0,0,0
1784469748.6510072,2,detect,20.726057052612305,0,0,0
1784469748.6606731,3,detect,18.490402221679688,0,0,0
1784469748.6637013,5,track,11.494714736938477,0,0,0
1784469748.6795154,2,track,9.548279762268066,0,0,0
1784469748.6854503,3,track,11.0912504196167,0,0,0
1784469748.7185762,5,pose,27.07430648803711,0,0,0
